,code,tropics,cover_cat,year,area,country,pixels,pixels_sub_25,cover_2000,loss
642,AND,False,26-50,2003,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0002566110531054688
662,AND,False,51-75,2003,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.0012425884873754343
682,AND,False,76-100,2003,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.0009693564030815973
603,AND,False,0,2004,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
623,AND,False,1-25,2004,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0005593512508967015
643,AND,False,26-50,2004,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.013594247605248704
663,AND,False,51-75,2004,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.03592557136392425
683,AND,False,76-100,2004,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.12274753539786881
604,AND,False,0,2005,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
624,AND,False,1-25,2005,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
644,AND,False,26-50,2005,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0007302330595101997
664,AND,False,51-75,2005,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.005642968172465278
684,AND,False,76-100,2005,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.010392236676180772
605,AND,False,0,2006,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
625,AND,False,1-25,2006,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
645,AND,False,26-50,2006,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0005254669856799046
665,AND,False,51-75,2006,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.023026843521570747
685,AND,False,76-100,2006,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.02346450167687804
606,AND,False,0,2007,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
626,AND,False,1-25,2007,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.00025132307025260416
646,AND,False,26-50,2007,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0008164936442884114
666,AND,False,51-75,2007,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.002854301531784939
686,AND,False,76-100,2007,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.013676092596746094
607,AND,False,0,2008,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
627,AND,False,1-25,2008,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
647,AND,False,26-50,2008,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0009182226807530385
667,AND,False,51-75,2008,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.0018873385200002166
687,AND,False,76-100,2008,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.04177862695338349
608,AND,False,0,2009,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
628,AND,False,1-25,2009,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
648,AND,False,26-50,2009,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0010492472597484809
668,AND,False,51-75,2009,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.006889483631911677
688,AND,False,76-100,2009,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.013119065210102431
609,AND,False,0,2010,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
629,AND,False,1-25,2010,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.00020535364589843751
649,AND,False,26-50,2010,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0
669,AND,False,51-75,2010,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.001557271289792969
689,AND,False,76-100,2010,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.007734208807896702
610,AND,False,0,2011,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
630,AND,False,1-25,2011,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
650,AND,False,26-50,2011,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0002684386772200521
670,AND,False,51-75,2011,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.001456052846315755
690,AND,False,76-100,2011,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.005324379336294489
611,AND,False,0,2012,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
631,AND,False,1-25,2012,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
651,AND,False,26-50,2012,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0007579281228207467
671,AND,False,51-75,2012,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.008089477917299264
691,AND,False,76-100,2012,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.05547346216059311
612,AND,False,0,2013,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
632,AND,False,1-25,2013,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
652,AND,False,26-50,2013,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.00018262725283333333
672,AND,False,51-75,2013,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.0003819054690203993
692,AND,False,76-100,2013,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.030448343436434464
613,AND,False,0,2014,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
633,AND,False,1-25,2014,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
653,AND,False,26-50,2014,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0007698635411132811
673,AND,False,51-75,2014,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.00031892953128993053
693,AND,False,76-100,2014,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.010182118096659724
614,AND,False,0,2015,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
634,AND,False,1-25,2015,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
654,AND,False,26-50,2015,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.00115809166864388
674,AND,False,51-75,2015,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.004878352744450304
694,AND,False,76-100,2015,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.00969700089528971
615,AND,False,0,2016,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
635,AND,False,1-25,2016,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,9.707383660264756e-05
655,AND,False,26-50,2016,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0011359286836534288
675,AND,False,51-75,2016,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.0007469529761443142
695,AND,False,76-100,2016,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.0024121708145249565
616,AND,False,0,2017,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
636,AND,False,1-25,2017,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0006446757827313369
656,AND,False,26-50,2017,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0009471034875835505
676,AND,False,51-75,2017,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.0032915663601905385
696,AND,False,76-100,2017,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.024284730244370226
617,AND,False,0,2018,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
637,AND,False,1-25,2018,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0002566258701445312
657,AND,False,26-50,2018,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.0025261933671219617
677,AND,False,51-75,2018,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.01880809792470052
697,AND,False,76-100,2018,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.1022377509876137
618,AND,False,0,2019,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
638,AND,False,1-25,2019,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.0
658,AND,False,26-50,2019,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.003084760940563368
678,AND,False,51-75,2019,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.006905278897487413
698,AND,False,76-100,2019,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.055288018477949015
619,AND,False,0,2020,237.00818894349487,Andorra,415658.0,0.0,0.0,0.0
639,AND,False,1-25,2020,20.67501233362765,Andorra,36249.0,36249.0,2.6594710757036375,0.00102642905802691
659,AND,False,26-50,2020,24.54656928376897,Andorra,43035.0,0.0,9.944406216692306,0.005183803328793404
679,AND,False,51-75,2020,35.69857472625061,Andorra,62592.0,0.0,23.27427598808776,0.01509563878795789
699,AND,False,76-100,2020,133.08815494421452,Andorra,233324.0,0.0,120.53907110434795,0.21610580438518004
700,ARE,False,0,2001,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
720,ARE,False,1-25,2001,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,8.345503492252602e-05
740,ARE,False,26-50,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
760,ARE,False,51-75,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
780,ARE,False,76-100,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
701,ARE,False,0,2002,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
721,ARE,False,1-25,2002,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
741,ARE,False,26-50,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
761,ARE,False,51-75,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
781,ARE,False,76-100,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
702,ARE,False,0,2003,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
722,ARE,False,1-25,2003,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,4.179942545442709e-05
742,ARE,False,26-50,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
762,ARE,False,51-75,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
782,ARE,False,76-100,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
703,ARE,False,0,2004,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
723,ARE,False,1-25,2004,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,8.370763484375e-05
743,ARE,False,26-50,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
763,ARE,False,51-75,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
783,ARE,False,76-100,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
704,ARE,False,0,2005,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
724,ARE,False,1-25,2005,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
744,ARE,False,26-50,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
764,ARE,False,51-75,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
784,ARE,False,76-100,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
705,ARE,False,0,2006,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
725,ARE,False,1-25,2006,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
745,ARE,False,26-50,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
765,ARE,False,51-75,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
785,ARE,False,76-100,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
706,ARE,False,0,2007,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
726,ARE,False,1-25,2007,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
746,ARE,False,26-50,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
766,ARE,False,51-75,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
786,ARE,False,76-100,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
707,ARE,False,0,2008,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
727,ARE,False,1-25,2008,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
747,ARE,False,26-50,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
767,ARE,False,51-75,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
787,ARE,False,76-100,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
708,ARE,False,0,2009,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
728,ARE,False,1-25,2009,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0002233963037430556
748,ARE,False,26-50,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
768,ARE,False,51-75,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
788,ARE,False,76-100,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
709,ARE,False,0,2010,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
729,ARE,False,1-25,2010,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
749,ARE,False,26-50,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
769,ARE,False,51-75,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
789,ARE,False,76-100,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
710,ARE,False,0,2011,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
730,ARE,False,1-25,2011,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
750,ARE,False,26-50,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
770,ARE,False,51-75,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
790,ARE,False,76-100,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
711,ARE,False,0,2012,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
731,ARE,False,1-25,2012,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,6.968271555718317e-05
751,ARE,False,26-50,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
771,ARE,False,51-75,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
791,ARE,False,76-100,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
712,ARE,False,0,2013,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
732,ARE,False,1-25,2013,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
752,ARE,False,26-50,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
772,ARE,False,51-75,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
792,ARE,False,76-100,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
713,ARE,False,0,2014,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
733,ARE,False,1-25,2014,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
753,ARE,False,26-50,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
773,ARE,False,51-75,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
793,ARE,False,76-100,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
714,ARE,False,0,2015,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
734,ARE,False,1-25,2015,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
754,ARE,False,26-50,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
774,ARE,False,51-75,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
794,ARE,False,76-100,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
715,ARE,False,0,2016,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
735,ARE,False,1-25,2016,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
755,ARE,False,26-50,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
775,ARE,False,51-75,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
795,ARE,False,76-100,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
716,ARE,False,0,2017,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
736,ARE,False,1-25,2017,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
756,ARE,False,26-50,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
776,ARE,False,51-75,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
796,ARE,False,76-100,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
717,ARE,False,0,2018,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
737,ARE,False,1-25,2018,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
757,ARE,False,26-50,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
777,ARE,False,51-75,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
797,ARE,False,76-100,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
718,ARE,False,0,2019,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
738,ARE,False,1-25,2019,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
758,ARE,False,26-50,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
778,ARE,False,51-75,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
798,ARE,False,76-100,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
719,ARE,False,0,2020,49797.26257592116,United Arab Emirates,70837031.0,0.0,0.0,0.0
739,ARE,False,1-25,2020,17.210384295440903,United Arab Emirates,24625.0,24625.0,0.42616917969240586,0.0
759,ARE,False,26-50,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
779,ARE,False,51-75,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
799,ARE,False,76-100,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
800,ARE,True,0,2001,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
820,ARE,True,1-25,2001,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
840,ARE,True,26-50,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
860,ARE,True,51-75,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
880,ARE,True,76-100,2001,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
801,ARE,True,0,2002,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
821,ARE,True,1-25,2002,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
841,ARE,True,26-50,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
861,ARE,True,51-75,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
881,ARE,True,76-100,2002,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
802,ARE,True,0,2003,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
822,ARE,True,1-25,2003,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
842,ARE,True,26-50,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
862,ARE,True,51-75,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
882,ARE,True,76-100,2003,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
803,ARE,True,0,2004,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
823,ARE,True,1-25,2004,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
843,ARE,True,26-50,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
863,ARE,True,51-75,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
883,ARE,True,76-100,2004,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
804,ARE,True,0,2005,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
824,ARE,True,1-25,2005,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
844,ARE,True,26-50,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
864,ARE,True,51-75,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
884,ARE,True,76-100,2005,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
805,ARE,True,0,2006,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
825,ARE,True,1-25,2006,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
845,ARE,True,26-50,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
865,ARE,True,51-75,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
885,ARE,True,76-100,2006,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
806,ARE,True,0,2007,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
826,ARE,True,1-25,2007,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
846,ARE,True,26-50,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
866,ARE,True,51-75,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
886,ARE,True,76-100,2007,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
807,ARE,True,0,2008,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
827,ARE,True,1-25,2008,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
847,ARE,True,26-50,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
867,ARE,True,51-75,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
887,ARE,True,76-100,2008,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
808,ARE,True,0,2009,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
828,ARE,True,1-25,2009,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
848,ARE,True,26-50,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
868,ARE,True,51-75,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
888,ARE,True,76-100,2009,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
809,ARE,True,0,2010,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
829,ARE,True,1-25,2010,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
849,ARE,True,26-50,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
869,ARE,True,51-75,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
889,ARE,True,76-100,2010,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
810,ARE,True,0,2011,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
830,ARE,True,1-25,2011,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
850,ARE,True,26-50,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
870,ARE,True,51-75,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
890,ARE,True,76-100,2011,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
811,ARE,True,0,2012,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
831,ARE,True,1-25,2012,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
851,ARE,True,26-50,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
871,ARE,True,51-75,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
891,ARE,True,76-100,2012,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
812,ARE,True,0,2013,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
832,ARE,True,1-25,2013,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
852,ARE,True,26-50,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
872,ARE,True,51-75,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
892,ARE,True,76-100,2013,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
813,ARE,True,0,2014,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
833,ARE,True,1-25,2014,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
853,ARE,True,26-50,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
873,ARE,True,51-75,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
893,ARE,True,76-100,2014,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
814,ARE,True,0,2015,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
834,ARE,True,1-25,2015,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
854,ARE,True,26-50,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
874,ARE,True,51-75,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
894,ARE,True,76-100,2015,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
815,ARE,True,0,2016,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
835,ARE,True,1-25,2016,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
855,ARE,True,26-50,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
875,ARE,True,51-75,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
895,ARE,True,76-100,2016,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
816,ARE,True,0,2017,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
836,ARE,True,1-25,2017,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
856,ARE,True,26-50,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
876,ARE,True,51-75,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
896,ARE,True,76-100,2017,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
817,ARE,True,0,2018,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
837,ARE,True,1-25,2018,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
857,ARE,True,26-50,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
877,ARE,True,51-75,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
897,ARE,True,76-100,2018,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
818,ARE,True,0,2019,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
838,ARE,True,1-25,2019,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
858,ARE,True,26-50,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
878,ARE,True,51-75,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
898,ARE,True,76-100,2019,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
819,ARE,True,0,2020,21221.318684869086,United Arab Emirates,29931892.0,0.0,0.0,0.0
839,ARE,True,1-25,2020,0.038985811188487436,United Arab Emirates,55.0,55.0,0.0003898581118848744,0.0
859,ARE,True,26-50,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
879,ARE,True,51-75,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
899,ARE,True,76-100,2020,0.0,United Arab Emirates,0.0,0.0,0.0,0.0
